公司名称,职位,薪资,城市,工作地址,经验要求,学历要求,职位描述
上海博弋,Java开发实习生,2k-4k,上海,康健路139号A座6楼,经验应届毕业生,本科及以上,职位描述：职位信息描述1.从事各类数据（日志文件、网络流量抓包等）的解析和处理2.对解析的数据进行分类、统计、数据分析、建立模型进行数据挖掘3.具体内容视能力而定。职位任职要求1.掌握JAVA开发基础，掌握基本的数据结构和算法；熟悉多线程、同步/异步、网络协议解析；熟练使用正则表达式；2.熟悉git，具有良好的文档记录习惯；3.较强的沟通和语言表达能力，能精确表达自己的思想和意图，并达到预期沟通效果；4.有责任心，学习能力强，对新技术有较高的敏感性；加分项目；5.对ruby/pytho/go有一定了解；6.熟悉grok/jedis/etty；7.对各类日志（系统日志、应用日志、数据库日志）有一定了解；8.对各类网络协议及其解析有一定了解，熟悉smp协议；9.对有数据分析感兴趣，有一定经验；10.了解Hadoop/Spark；11.概率论与数理统计等数学基础课程成绩优秀；12.一周至少达到3天及以上工作时间。
PINTEC,商业分析实习生,4k-6k,上海,商城路新梅联合广场,经验应届毕业生,硕士及以上,职位描述：【岗位概述】品钛集团“实习生计划”，属集团技术创新计划，拟选拔和培养优质的数据、风险管理、业务策略、金融产品人才。岗位职责：1、辅助进行业务分析，为产品运营决策、策略提供数据支持；2、辅助构建能反应服务特征的整体指标体系，并基于业务监控指标体系，及时发现与定位业务问题；3、与相关团队协作为业务提供数据挖掘、模型及算法等相关服务，推动业务部门的数据化运营；4、对业务方进行数据技术与产品相关的理念、技能、工具的培训。应聘要求：1、金融工程、数学、统计、经济金融等相关专业，大三或研二以上在校生；2、具备一定的统计、数据分析及建模能力（包括但不限于多元统计分析、决策树、逻辑回归、机器学习等）并掌握SAS、R、Pytho、Matlab、SPSS等计量分析工具；3、较强的沟通协调及项目推动能力4、工作地点：北京/上海该岗位为毕业留任职位，请确认是否能够参加面试且毕业前实习3-6个月，并请投递简历时简历名称标明：毕业时间-意向城市-专业-入职时间-实习周期，感谢。【企业介绍】品钛（PINTEC）是一家中国领先的金融科技整体解决方案提供商，我们为金融机构和商业机构提供高效的智能零售金融解决方案。品钛旗下拥有基于大数据、人工智能和区块链技术的“读秒”智能信贷引擎和“璇玑”智能投顾引擎，旗下品牌包括虹点基金和麦芬保险。客户涵盖小米、去哪儿、携程、唯品会、中国电信翼支付、新网银行、江西银行、哈尔滨银行、贵州银行、兴业消费金融、民生证券等众多商业机构和金融机构。品钛还与大华银行和富卫集团分别在新加坡成立合资公司AVATEC和PIVOT，向东南亚地区提供智能信贷和智能财富管理技术。品钛曾入选2016德勤中国高科技高成长50强，2016毕马威全球金融科技100强，2017毕马威中国领先金融科技50强等榜单。2018年10月，品钛在美国纳斯达克证券交易所挂牌上市。公司官网：http://www.pitec.com/
麦图科技,初级数据分析师（实习岗）,4k-8k,上海,天山路1900号7楼710室 天杉德必易园,经验应届毕业生,本科及以上,"职位描述：职位要求：1.统计学、数学、计算机科学、数量经济或相关专业全日制本科及以上学历，有较强的数学功底和数据挖掘功底2.经验不限，应往届毕业生均可，前期有资深分析师带3.具备数据分析、统计建模能力，熟悉Pytho/R等工具和数据挖掘的常用算法4.了解数据库的使用，了解SQLServer/ORACLE/MYSQL/等主流数据库；能撰写SQL脚本提取所需数据5.良好的数据敏感度,能从海量数据提炼核心结果6.能接受中长期出差学校或者导师同意，一周至少保持三天的工作时间实习期间表现良好者，毕业后可签定正式劳动合同"
楷青,数据分析实习,2k-3k,上海,中春路6111号702室 慧峰商务大厦,经验应届毕业生,学历不限,"职位描述：会按照需求，从互联网获取相应数据会获取，下载，整理数据理解客户的痛点来反馈需求职位要求熟练的Pytho技术，能独立完成对网页的编码分析，并通过patho来下载数据，并很好的组织好数据，保存数据.会Padas处理数据。熟练掌握SQL，数据库的构建熟练使用Excel、PPT数据敏感度高，逻辑分析能力强，良好的沟通能力加分项学习并会使用tesorflow,sklear等会使用分布式计算"
亿动广告传媒(Madhouse),产品实习生,2k-4k,上海,云锦路600号航汇大厦A区12楼,经验应届毕业生,本科及以上,"职位描述：岗位职责：1.负责运营海外社交媒体账户；2.分析使用海外游戏类APP,每天编写使用日志；3.配合产品经理进行相关功能推进文档编写；4.海外创意素材类产品调研。岗位要求：1.英语CET4-6，擅长PPT的制作；2.逻辑清晰，能把自己完成的工作流程清晰的书面汇报；3.执行力强，性格开朗，富有想象力；4.全日制在校本科及以上学历；5.数理统计/市场营销/广告传播/计算机相关专业优先；6.懂pytho语言,会操作Ubutu系统者优先。"
东吴在线,web开发实习生,3k-4k,上海,陆家嘴世纪金融广场1号楼9层,经验应届毕业生,本科及以上,职位描述：岗位职责：1.参与公司策略交易系统的前端开发与用户界面和交互的设计工作；2.金融投资分析的前端及设计。任职要求：1.全日制统招本科以上学历，计算机相关专业，2020年后毕业；2.拥有良好的设计能力和审美，有美术功底，了解交互设计；3.熟练掌握HTML，CSS，js基本开发知识，独立开发过web前端项目；4.掌握一门js开发框架，如agular、reach、vuejs皆可；5.了解前端工程化工具如webpack等；6.了解pytho优先。
竹间智能科技(上海)有限公司,机器学习实习生,4k-8k,上海,宜山路700号,经验应届毕业生,硕士及以上,"职位描述：岗位职责：1.研发并落地基于深度学习/强化学习/统计学习的自然语言理解（NLU）和对话机器人（Chatbot）/虚拟助手（VirtualAssistat）等核心AI技术，包括:文本挖掘，问答系统，上下文理解，知识图谱，意图理解，情绪识别与应对，任务达成以及开放域对话；2.跟踪学术/工业届的最新方法并负责算法实现，实验，场景落地和分析/改进；3.将基础能力提供给开放平台，提供业内领先的人工智能与机器学习服务。任职要求：1.硕士及以上学历，计算机相关专业，每周至少工作3天以上；2.熟悉pytho，熟悉iux指令/git，悉pytorch/tesorflow/keras任一种，能快速研读paper；3.有NLU/NLP，Chatbot,QA系统，知识图谱，个人助理，IoT等开发经验者优先。实习待遇：硕士300元/天，博士400元/天。"
客锐市场信息,咨询项目助理（数据分析方向）,2k-3k,上海,北京西路1701号 静安中华大厦2207室,经验应届毕业生,学历不限,"职位描述：工作内容：1.运用Excel(以Vlookup函数和数据透视表为主)进行相关商业数据的分析和校验2.与项目支持团队沟通进行数据分析的需求，为运营决策进行数据支持3.制作并给客户提供准确的可视化的数据分析报告和有效的发展意见4.完成总监交代的其他任务工作要求：1.本科及以上学历，会计，统计学，数学，计算机等相关专业，有数据分析经历，热爱数据分析者将优先考虑2.需熟练掌握Excel,熟练使用Pytho进行数据分析及挖掘工作者将优先考虑3.需通过大学英语四级考试、雅思考试6分以上或相应的英语考核资质4.能配合独立作业与团队交叉合作,高抗压，逻辑思维优秀，注重细节且有问题解决的工作能力5.具有高度敬业精神与团队合作精神，责任心强6.需尽快入职"
QuestMobile,数据分析实习生,3k-5k,上海,愚园东路20号东海广场3号,经验应届毕业生,本科及以上,职位描述：工作描述：1、协助数定制项目研究框架梳理，与各部门沟通，协助推进项目落地及执行2、负责所属领域业务发展分析及判断，协助研究框架模型并加以创新3、负责信息搜集整理及图表报告制作4、协助产品规划与竞品调研，实现产品商业化探索职位要求：1、本科大三/四及研究生在读学生，计算机、统计学、社会学、管理或相关专业2、熟练使用SPSS/R/pytho等相关工具2、热爱研究分析，对数字敏感，逻辑好，注重细节3、了解互联网行业，了解研究领域各类应用及体验4、具有一定的定性/定量研究方法及经验，扎实的报告撰写经验；理解基本的数据采集与处理原理5、有咨询公司实习经验或互联网产品、运营实习经历优先考虑工作时间：每周至少可在岗3天
上海益攸网络科技有限公司,数据挖掘-实习生,3k-4k,上海,中江路106号北岸·长风i座1601室,经验应届毕业生,学历不限,职位描述：岗位职责：1、利用互联网网络技术，实施信息采集工具基础部署以及运行状态运维。2、在指导下参与网络采集工具(信息爬虫)开发，处理相关网络数据报文分析与调试。3、研究大数据存储工具的正常使用及相关数据存储原理，协助解决数据存储层面的维护和基础调优。任职要求：1、了解常见机器学习和深度学习算法原理并善于思考。2、具有较强的pytho或者C/C语言编程经验。3、对人工智能大数据方向有兴趣，乐于钻研学习、抗压能力强、勇于挑战。
字节跳动,后端开发实习生,8k-10k,上海,田林路130号20号楼氪空间,经验不限,本科及以上,职位描述：职位职责：1、参与头条直播/实时通信项目研发；2、项目设计流媒体服务器、直播后端服务等研发。职位要求：1、学历本科及以上，计算机、通信等相关专业2、熟练掌握算法、数据结构等基础知识3、至少熟练使用一门编程语言(C/C++/Java/Pytho/Go/PHP等)4、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力5、热爱编程，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新技术6、每周可实习3天以上，可实习3个月以上。
哈啰出行,【暑期实习生】测试开发实习...,2k-4k,上海,秀文路898号西子国际中心,经验应届毕业生,本科及以上,职位描述：工作职责:1、负责公司产品或项目的测试工作；2、参与业务需求、项目计划及设计文档的评审；3、根据项目按时完成测试，提交测试中发现的Bug，并跟踪其至生命周期结束；4、提出对产品的进一步改进的建议，并评估改进方案是否合理；5、协助开发人员定位Bug并配合其修复。任职资格:1、2020届，在读全日制计算机相关专业本科或者研究生2、实习期需要至少半年以上3、熟悉或了解Pytho/Java/C至少一门语言4、了解基本的操作系统和网络通信知识5、做事耐心负责，抗压能力强6、学习能力强，对新技术抱有好奇心7、至少参与过一个实际的软件项目研发
东吴在线,金融工程实习生,3k-4k,上海,陆家嘴世纪金融广场1号楼9层,经验应届毕业生,本科及以上,"职位描述：职位描述：1、参与投资研究平台开发和测试，参与部分研究框架开发，参与部分量化研究；2、其他相关研究工作及研究报告生产。任职要求：1、对金融市场、金融工程研究有基本了解，有志从事投资研究工作，对股票投资有浓厚的兴趣；2、擅长pytho,能够使用padasumpyscipy等科学计算框架，拥有良好的编程功底；3、重点院校硕士，理工科专业优先，2020或2021年毕业，连续实习3个月以上，每周可实习3天以上；4、能够承受较大压力，有工作热情。"
上海益攸网络科技有限公司,大数据实习生,3k-5k,上海,中江路106号北岸·长风i座1601室,经验应届毕业生,学历不限,职位描述：岗位职责：1、参与机器学习和深度学习对语音数据建模分析，解决实际问题。2、算法设计和实现，与团队合作搭建模型并优化性能。3、协助提取有用数据，进行资料收集分析，撰写调研报告、产品分析报告等。任职要求：1、了解常见机器学习和深度学习算法原理并善于思考。2、具有较强数学逻辑思维能力。3、具备一定的pytho或者C/C语言编程经验。3、对人工智能大数据方向有兴趣，乐于钻研学习、抗压能力强、勇于挑战。
辰沅金融,算法交易研究员实习生,2k-4k,上海,杨高南路428号由由世纪广场2号楼,经验不限,本科及以上,职位描述：职位描述：1.收集、分析和处理各种数据，主要协助策略研究员从事量化策略的研发工作，短周期趋势和做市策略；2.对投资逻辑进行模型化，形成投资策略模型；3.对市场及交易数据进行处理、建模与分析；4.参与量化策略的研发，主要负责数据处理、策略历史回测、策略跟踪评价、策略改进、策略报告撰写等；5.参与公司的专项研究课题，完成公司布置的各项工作。职位要求：1.国内外知名院校本科学历以上，理工科专业（数学，物理，化学，计算机等）；2.具备一定的pytho或c/c++编程能力；3.具备数学/统计建模或机器学习经验者优先；4.认真细致，执行力强；5.沟通和协调能力及团队协作精神；6.实习表现突出有留用机会。
字节跳动,后台开发实习生-视频架构,8k-10k,上海,田林路130号20号楼氪空间,经验不限,本科及以上,职位描述：职位职责：1、参与视频架构相关服务研发，为公司提供稳定可靠的视频基础服务；2、实习项目包括是视频云平台、视频处理微服务、视频存储中间件、函数计算组件等；职位要求：1、学历本科及以上，计算机、通信等相关专业2、熟练掌握算法、数据结构等基础知识3、至少熟练使用一门编程语言(C/C++/Java/Pytho/Go/PHP等)4、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力5、热爱编程，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新技术6、每周可实习3天以上，可实习3个月以上。
字节跳动,后端开发实习生-抖音（可转正）,4k-8k,上海,上海市黄浦区局门路436号8号桥二期6号楼,经验1年以下,本科及以上,"职位描述：职位职责：1、负责头条互娱服务器端研发工作，包括抖音、TikTok产品的研发；2、深入发掘和分析业务需求，撰写技术方案和系统设计；3、根据产品需求，进行系统设计和编码。职位要求：1、本科以上学历，计算机或相关专业，良好的英文表达能力；2、熟练掌握Java,Pytho,Golag的一种；3、具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；4、数据结构和算法基础扎实,ACM程序设计比赛获奖者优先；5、熟悉MySQL等至少一种关系型数据库的原理和操作，有NoSQL数据库实操经验者优先；6、熟悉分布式系统原理，熟练掌握一种以上服务框架和消息中间件者优先；7、熟悉Iteret常用协议，如HTTP、TCP/IP；8、有较强的学习能力，有强烈的求知欲、好奇心，能及时关注和学习业界最新技术；注：20届及以后毕业实习满3个月有转正机会。"
字节跳动,后端开发实习生（Java/Golan...,4k-8k,上海,上海市黄浦区局门路436号8号桥二期6号楼,经验不限,本科及以上,"职位描述：职位职责：1、负责头条互娱-musical.ly服务器端研发工作，包括但不限于musical.ly、tiktok等产品的研发；2、深入发掘和分析业务需求，撰写技术方案和系统设计；3、根据产品需求，进行系统设计和编码；职位要求：1、本科以上学历，计算机或相关专业，良好的英文表达能力；2、熟练掌握Java,Pytho,Golag的一种.3、具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；4、数据结构和算法基础扎实,ACM程序设计比赛获奖者优先；5、熟悉MySQL等至少一种关系型数据库的原理和操作.有NoSQL数据库实操经验者优先；6、熟悉分布式系统原理，熟练掌握一种以上服务框架和消息中间件者优先；7、熟悉Iteret常用协议，如HTTP、TCP/IP8、有较强的学习能力，有强烈的求知欲、好奇心，能及时关注和学习业界最新技术；"
字节跳动,服务端开发实习生(java/pyt...,4k-8k,上海,上海市黄浦区局门路436号8号桥二期6号楼,经验不限,本科及以上,"职位描述：职位职责：1、负责头条互娱-musical.ly服务器端研发工作，包括但不限于musical.ly、tiktok等产品的研发；2、深入发掘和分析业务需求，撰写技术方案和系统设计；3、根据产品需求，进行系统设计和编码；职位要求：1、本科以上学历，计算机或相关专业，良好的英文表达能力；2、熟练掌握Java,Pytho,Golag的一种.3、具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；4、数据结构和算法基础扎实,ACM程序设计比赛获奖者优先；5、熟悉MySQL等至少一种关系型数据库的原理和操作.有NoSQL数据库实操经验者优先；6、熟悉分布式系统原理，熟练掌握一种以上服务框架和消息中间件者优先；7、熟悉Iteret常用协议，如HTTP、TCP/IP8、有较强的学习能力，有强烈的求知欲、好奇心，能及时关注和学习业界最新技术；"
字节跳动,前端开发实习生-大数据平台,6k-10k,上海,裕德路126号氪空间,经验不限,本科及以上,"职位描述：职位职责：1、负责今日头条大数据平台的产品前端开发；2、拥抱前沿技术，尝试最新前端技术；3、开放的环境，metor带你度过磨合期；4、有转正留用的机会。职位要求：1、计算机、软件相关专业；2、熟悉HTML,CSS,JavaScript和HTTP协议基本知识；3、熟悉常用的数据结构以及其使用场景；4、有参与设计和实现的项目（无论大小）；5、了解浏览器调试工具；6、有强烈的求知欲和进取心，具有扎实的编程功底，良好的编程习惯。加分项：1、有过数据可视化相关经验；2、了解JavaScript依赖管理；3、了解Webpack,React,SASS,ES6基本原理以及它们解决的问题；4、了解过不限于Node.js,Pytho,Ruby的任意一门脚本语言；5、有Github账号并有项目。"
字节跳动,Java开发实习生-短视频方向,4k-8k,上海,上海市黄浦区局门路436号8号桥二期6号楼,经验不限,本科及以上,"职位描述：职位职责：1、负责头条互娱-musical.ly服务器端研发工作，包括但不限于musical.ly、tiktok等产品的研发；2、深入发掘和分析业务需求，撰写技术方案和系统设计；3、根据产品需求，进行系统设计和编码；职位要求：1、本科以上学历，计算机或相关专业，良好的英文表达能力；2、熟练掌握Java,Pytho,Golag的一种.3、具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；4、数据结构和算法基础扎实,ACM程序设计比赛获奖者优先；5、熟悉MySQL等至少一种关系型数据库的原理和操作.有NoSQL数据库实操经验者优先；6、熟悉分布式系统原理，熟练掌握一种以上服务框架和消息中间件者优先；7、熟悉Iteret常用协议，如HTTP、TCP/IP8、有较强的学习能力，有强烈的求知欲、好奇心，能及时关注和学习业界最新技术；"
字节跳动,机器学习算法实习生(可转正）,5k-8k,上海,田林路130号20号楼氪空间,经验应届毕业生,本科及以上,职位描述：职位职责：1、利用机器学习技术，改进头条的推荐、广告系统，优化数亿用户的阅读体验；2、分析基础数据，挖掘用户兴趣、文章价值，增强推荐、广告系统的预测能力；3、分析用户商业意图，挖掘流量潜在商业价值，提升流量变现；4、研究计算机视觉算法，给用户提供更多更酷炫的功能；5、研发机器翻译与对话技术，促进跨语言内容理解与交流。职位要求：1、本科及以上学历，计算机、机器学习和模式识别相关专业；2、热爱计算机科学和互联网技术，对人工智能类产品有浓厚兴趣；3、具备强悍的编码能力，熟悉liux开发环境，熟悉C++和Pytho语言优先；4、有扎实的数据结构和算法功底，熟悉机器学习、自然语言处理、数据挖掘、分布式计算、计算机视觉、计算机图形、语音识别与合成中一项或多项；5、对推荐系统、计算广告、搜索引擎、对话问答、图像和视频分析处理相关技术有经验者优先；6、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。
字节跳动,前端开发实习生-AI-Lab,4k-8k,上海,宜山路1999号科技绿洲三期24号楼,经验不限,本科及以上,职位描述：职位职责：1、主要负责浏览器插件、官网等工具和页面的开发；2、使用html/html5+css/css3+javascript开发符合W3C标准的前端页面；3、配合后台工程师，完成各种前后端交互；4、设计开发高效可复用的基础组件，积累并完善前端web开发框架；5、持续的优化前端体验和页面响应速度，优化代码并保持良好兼容性，提升web界面的友好和易用；6、积极探索并积累前端开发模式和规范。职位要求：1、2020年及以后毕业的本科、硕士在校生，计算机相关专业优先；2、一周实习3天及以上，至少3个月；3、擅长Web前端开发，熟练掌握主流Web前端技术，例如：HTML5/CSS3/Ajax/JavaScript等；4、掌握至少一门服务端编程语言，并有实战经验，熟悉NodeJS/Pytho/Go者优先；5、至少熟练掌握一个前端MVVM框架，有vue或者react框架实际开发经验；6、对技术充满好奇心，乐于学习，愿意分享，具备责任心，团队沟通和协作能力、发现并解决问题的能力，追求极致；7、有前端模块化、自动化开发经验者优先；有自己的网站作品或技术博客者优先。
字节跳动,广告投放算法开发实习生（可...,4k-8k,上海,裕德路126号氪空间,经验应届毕业生,本科及以上,职位描述：职位职责：1、头条广告团队是公司核心团队，负责商业变现，为公司年度收入目标而奋斗；2、设计与实现高可用的广告投放系统，承载高并发、低延迟的广告投放需求；3、实现与优化针对不同广告位置的投放策略，不断提高流量变现效率；4、优化广告召回、排序、竞价、流量优选等核心策略；5、基于广告的海量投放数据，完善用户/广告维度的投放监控系统，提供投放分析和优化工具。职位要求：1、计算机相关专业，硕士生优先；2、具有较好的算法基础，熟悉Liux平台上的pytho/golag/C++/java语言编程；3、掌握分布式系统原理，熟悉计算机和网络原理，熟悉操作系统原理者优先；4、抽象问题能力强，处理紧急事务思路清晰，5、有大规模系统测试开发经验者优先，熟悉计算广告，或者有相关测试开发经验者优先。
字节跳动,商业产品实习生-创意方向,3k-4k,上海,田林路130号20号楼氪空间,经验不限,本科及以上,职位描述：职位职责：1、核心目标：深入理解程序化创意生产过程，挖掘客户需求提供产品方案，从而提高流量变现效率；2、竞品调研：定期观察短视频营销创意产品的竞品动态，抓取功能亮点，评估优先级和可行性；3、AI落地：调研客户需求，将领先的AI技术，应用在短视频创作过程，提升不同行业的创意产能；4、产品推进：产品方案评审、设计、策略实验等功能落地，并协调推动相关的业务团队高质量执行；5、需求迭代：日常和运营、销售同学密切配合，及时处理各种反馈，并从中发现有价值的共性问题；6、日常运营：商业化APP产品的发布、上架、公众号和用户反馈维护，通过创意活动促进推广拉新。职位要求：1、至少连续实习3个月，每周保证5天工作时间优先；2、统计学，应用数学，计算机相关专业本科（含）以上学历，研究生及以上学历优先；3、熟练掌握Excel及SQL，熟悉Pytho等分析工具，有数据分析及建模相关经验等优先；4、表达能力强，善于沟通，较好的逻辑分析能力，对数字敏感，很强的学习能力。
字节跳动,Golang开发实习生-短视频方向,4k-8k,上海,上海市黄浦区局门路436号8号桥二期6号楼,经验不限,本科及以上,"职位描述：职位职责：1、负责头条互娱-musical.ly服务器端研发工作，包括但不限于musical.ly、tiktok等产品的研发；2、深入发掘和分析业务需求，撰写技术方案和系统设计；3、根据产品需求，进行系统设计和编码；职位要求：1、本科以上学历，计算机或相关专业，良好的英文表达能力；2、熟练掌握Java,Pytho,Golag的一种.3、具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；4、数据结构和算法基础扎实,ACM程序设计比赛获奖者优先；5、熟悉MySQL等至少一种关系型数据库的原理和操作.有NoSQL数据库实操经验者优先；6、熟悉分布式系统原理，熟练掌握一种以上服务框架和消息中间件者优先；7、熟悉Iteret常用协议，如HTTP、TCP/IP8、有较强的学习能力，有强烈的求知欲、好奇心，能及时关注和学习业界最新技术；"
字节跳动,推荐算法实习生,4k-8k,上海,裕德路126号氪空间,经验不限,本科及以上,职位描述：职位职责：1、负责头条产品推荐算法相关工作，共同搭建业界领先的推荐系统；2、深入理解业务和机器学习技术，优化模型，推荐策略，持续提升推荐效果；3、深入理解用户行为，结合机器学习、数据挖掘等技术，优化用户创作、用户浏览等体验。职位要求：1、计算机相关专业，硕士生优先；2、具有较好的算法基础，熟悉Liux平台上的pytho/golag/C++/java语言编程；3、掌握分布式系统原理，熟悉计算机和网络原理，熟悉操作系统原理者优先；4、抽象问题能力强，处理紧急事务思路清晰。
字节跳动,测试实习生-抖音方向,2k-4k,上海,上海市黄浦区局门路436号8号桥二期6号楼,经验不限,本科及以上,职位描述：职位职责：1、负责抖音、tiktok等产品的测试工作；2、负责各项测试工作，包括iOS/Adriod端、服务端等；3、参与整体的项目流程，包括需求设计分析，制定测试方案，设计测试用例，测试执行，问题跟进，测试报告等；4、提交、分析、跟踪软件设计缺陷，评估项目风险，保障产品质量；5、与开发团队进行有效沟通，推动解决测试中发现的问题。职位要求：1、计算机及相关专业，本科及以上学历；2、熟练使用至少一门开发语言：如Java、Pytho、Go、Objective-C、Swift、Dart等；3、计算机基础知识扎实，包括操作系统、计算机网络、数据库等；4、对测试技术有强烈的兴趣和爱好，具有较强的学习能力；5、性格开朗，善于沟通，有团队意识，富有正能量；6、积极思考，发掘工作中的问题，并且能够提出合理的解决方案；7、工作积极主动、细致、有耐心、不浮躁、有强烈的责任感，对结果负责；8、熟悉Adroid/iOS开发，对其基本原理者有一定理解者优先；9、20届同学优先，有转正机会。
字节跳动,测试实习生-算法,6k-7k,上海,黄兴路2218号合生汇17楼,经验不限,本科及以上,职位描述：职位职责：1、对搜索推荐、深度学习、图像识别等AI相关算法模型进行测试；2、总结和分析测试结果，同时需要对算法和业务团队提出合理化建议和意见，以提高算法的质量；3、根据算法及应用场景，设计并准备测试数据集，编写测试代码、测试并跟进BUG；4、协助算法产品和业务团队全面推进算法产品在相关业务场景中的应用、落地实践和风险监控。职位要求：1、计算机、电子信息工程、自动化控制、数学、信息安全等相关专业背景，2020年硕士毕业；2、扎实的编程基础（熟练使用Java或者Pytho等），有良好的编码习惯及技术功底，有AI算法开发/测试经验者优先；3、拥有技术激情、创新意识、快速学习和协同落地能力，表达能力优秀，乐观向上，自我驱动力强，具备很强抗压能力，有自我反省意识；4、学习能力强，喜欢提问题，善于发现错，优秀的沟通协调和团队合作能力；5、实习期保证6个月以上，每周3天以上时间。
字节跳动,技术美术实习生（可转正）-抖音,5k-10k,上海,上海市黄浦区局门路436号8号桥二期6号楼,经验应届毕业生,本科及以上,职位描述：职位职责：1、负责美术光影效果、动态特效的设计，原型demo制作，资源和shader制作；2、互动玩法逻辑实现；3、负责美术设计规范标准化文档撰写及整理。职位要求：1、具备较好审美，具有良好团队协作精神、沟通能力；2、掌握Photoshop，有一定的图像处理理论知识；3、良好的编程思想和逻辑思维能力，至少掌握一种脚本语言，比如Lua，Pytho；4、每周实习4天及以上，实习期3个月以上。如果你有以下经验将更加合适：1、熟悉3D美术内容制作工具（3DMax、Maya、C4D、Substace、Houdii、ZBrush等）；2、掌握高级纹理材质和图像特效的Shader编写；3、有图形学、渲染引擎方面的理论和实践经验。
字节跳动,AI Lab实习生 - 计算机视觉,6k-10k,上海,田林路130号20号楼氪空间,经验不限,本科及以上,职位描述：职位职责：1、应用计算机视觉和人工智能技术解决与今日头条和抖音等核心业务相关实际问题；2、开放的科研环境，与世界顶尖科学家学习交流机会；3、最好的工作环境，丰富的计算和数据资源。职位要求：1、扎实的数学和算法基础：概率统计、数值优化算法；2、快速学习新技术的能力，能够在较短时间内理解前沿论文并评价；3、扎实的编程基础，熟悉c++/pytho等编程语言，具有快速复现前沿论文的能力;4、在机器学习、图像视频理解、视觉创作、3D、图形学等方面有经验者优先；5、熟悉caffe、tesorflow、mxet、pytorch、keras等中的一种或者一种以上；6、在顶级学术会议上发表论文者优先。
字节跳动,AI Lab实习生-语音/音乐,6k-10k,上海,田林路130号20号楼氪空间,经验不限,本科及以上,"职位描述：职位职责：1、在音频（包括语音，音乐，声音场景等）、机器学习、多模态融合等方向搭建核心技术并开展前沿研究；2、参与语音技术及产品相关的研发工作；3、跟踪国内外最新的语音相关先进技术；4、构建大规模机器学习基础架构以支撑高效率研发工作。职位要求：1、硕士在读及以上学历，熟悉经典数据结构和算法；2、具备强悍的编码能力，熟悉Liux开发环境，熟悉C++和Pytho语言优先；ACM/ICPC,NOI/IOI，Topcoder，Kaggle比赛获奖者优先；熟练使用kaldi或htk工具优先；3、在下列一项或多项研究领域内具有背景者优先：语音信号处理；语音识别与语音合成；音乐信息检索、音乐或歌唱合成；机器学习；自然语言处理。"
字节跳动,音频工程实习生,5k-10k,上海,宜山路1999号科技绿洲三期24号楼,经验不限,本科及以上,"职位描述：职位职责：1、开发并维护音视频会议系统的音频需求和功能；2、设计与开发音频自动化测试系统；3、确保音视频会议系统中的音频质量；4、参与对字节跳动音视频系统进行优化以提高稳定性，易用性和智能化。职位要求：1、全日制大学本科及以上学历，计算机或者电子相关专业；2、有扎实的音频信号处理基础；3、熟练使用C++,Pytho等编程语言；4、很强的分析问题和解决问题的能力。"
字节跳动,技术美术实习生,8k-10k,上海,上海市黄浦区局门路436号8号桥二期6号楼,经验1年以下,本科及以上,职位描述：职位职责：1、负责美术光影效果、动态特效的设计，原型demo制作，资源和shader制作；2、互动玩法逻辑实现；3、负责美术设计规范标准化文档撰写及整理。职位要求：1、具备较好审美，具有良好团队协作精神、沟通能力；2、熟练掌握Photoshop；3、掌握一种脚本语言，比如Lua，Pytho；4、3DMax/Maya为加分项；5、Shader编写为加分项。
字节跳动,技术美术实习生-上海,6k-8k,上海,八号桥创意园区,经验应届毕业生,本科及以上,职位描述：职位描述：1、负责美术光影效果、动态特效的设计，原型demo制作，资源和shader制作；2、互动玩法逻辑实现；3、负责美术设计规范标准化文档撰写及整理。职位要求：1、具备较好审美，具有良好团队协作精神、沟通能力；2、了解图形学，熟练掌握OpeGL，尤其是OpeGLES；3、熟练掌握C/C++，掌握一种脚本语言，比如Lua，Pytho；4、Shader编写为加分项；5、3DMax/Maya为加分项。6、每周出勤4天以上，连续工作6个月以上优先
字节跳动,基础架构研发实习生,4k-6k,上海,田林路130号20号楼氪空间,经验应届毕业生,本科及以上,职位描述：职位职责：1、参与头条架构组项目研发；2、项目设计云平台、存储、数据库、中间件等研发职位要求：1、计算机、通信等相关专业2、熟练掌握算法、数据结构等基础知识3、至少熟练使用一门编程语言(C/C++/Java/Pytho/Go/PHP等)4、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力5、热爱编程，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新技术6、每周可实习3天以上，可实习2个月以上，上岗时间不限。
